year,week,lineup_rank,firstName,lastName,team,opponent,position,salary,sim_win160,actualPoints
2026,10,2,Brett,Dobson,ARC,WHP,G,44,0.9977,59.0
2026,10,2,Connor,Shellenberger,ATL,WAT,A,39,0.8446,7.0
2026,10,2,Trevor,Baptiste,ATL,WAT,FO,22,0.5983,4.6
2026,10,2,Coulter,Mackesy,CAN,CHA,A,42,0.8393,-5.0
2026,10,2,Teddy,Malone,CHA,CAN,M,17,0.4977,53.0
2026,10,2,Ajax,Zappitello,WHP,ARC,D,22,0.4546,36.0
2026,10,2,Graydon,Hogg,CAN,CHA,M,14,0.4182,10.0
2026,10,3,Brett,Dobson,ARC,WHP,G,44,0.9977,59.0
2026,10,3,Connor,Shellenberger,ATL,WAT,A,39,0.8446,7.0
2026,10,3,Trevor,Baptiste,ATL,WAT,FO,22,0.5983,4.6
2026,10,3,Coulter,Mackesy,CAN,CHA,A,42,0.8393,-5.0
2026,10,3,Teddy,Malone,CHA,CAN,M,17,0.4977,53.0
2026,10,3,Zach,Currier,WAT,OUT,M,23,0.5146,24.0
2026,10,3,Mason,Woodward,ARC,WHP,D,12,0.3417,37.0
2026,10,4,Brett,Dobson,ARC,WHP,G,44,0.9977,59.0
2026,10,4,Connor,Shellenberger,ATL,WAT,A,39,0.8446,7.0
2026,10,4,Trevor,Baptiste,ATL,WAT,FO,22,0.5983,4.6
2026,10,4,Kieran,McArdle,WAT,ATL,A,28,0.6614,20.0
2026,10,4,Teddy,Malone,CHA,CAN,M,17,0.4977,53.0
2026,10,4,Ryan,Stines,ARC,WHP,M,24,0.5617,31.0
2026,10,4,Ajax,Zappitello,WHP,ARC,D,22,0.4546,36.0
2026,10,5,Brett,Dobson,ARC,WHP,G,44,0.9977,59.0
2026,10,5,Connor,Shellenberger,ATL,WAT,A,39,0.8446,7.0
2026,10,5,Trevor,Baptiste,ATL,WAT,FO,22,0.5983,4.6
2026,10,5,Coulter,Mackesy,CAN,CHA,A,42,0.8393,-5.0
2026,10,5,Ryan,Stines,ARC,WHP,M,24,0.5617,31.0
2026,10,5,Jack,Hannah,WAT,OUT,M,16,0.4309,0.0
2026,10,5,Mason,Woodward,ARC,WHP,D,12,0.3417,37.0
2026,11,1,Blaze,Riorden,CHA,WAT,G,40,0.9491,18.0
2026,11,1,Chris,Kavanagh,RED,CHA,A,44,0.7956,27.0
2026,11,1,Sam,King,ARC,CAN,M,31,0.6996,10.0
2026,11,1,Trevor,Baptiste,ATL,RED,FO,19,0.496,2.5
2026,11,1,Ryan,Stines,ARC,CAN,A,29,0.7118,-3.0
2026,11,1,Jack,Regnery,CAN,ARC,M,21,0.554,10.0
2026,11,1,Mason,Woodward,ARC,CAN,D,13,0.3855,7.0
2026,11,2,Blaze,Riorden,CHA,WAT,G,40,0.9491,18.0
2026,11,2,Michael,Sowers,WAT,CHA,A,45,0.7782,64.0
2026,11,2,Sam,King,ARC,CAN,M,31,0.6996,10.0
2026,11,2,Trevor,Baptiste,ATL,RED,FO,19,0.496,2.5
2026,11,2,Ryan,Stines,ARC,CAN,A,29,0.7118,-3.0
2026,11,2,Jack,Regnery,CAN,ARC,M,21,0.554,10.0
2026,11,2,Mason,Woodward,ARC,CAN,D,13,0.3855,7.0
2026,11,3,Blaze,Riorden,CHA,WAT,G,40,0.9491,18.0
2026,11,3,Chris,Kavanagh,RED,CHA,A,44,0.7956,27.0
2026,11,3,Sam,King,ARC,CAN,M,31,0.6996,10.0
2026,11,3,Ryan,Stines,ARC,CAN,A,29,0.7118,-3.0
2026,11,3,Jack,Regnery,CAN,ARC,M,21,0.554,10.0
2026,11,3,TD,Ierlan,RED,ATL,FO,19,0.4783,18.2
2026,11,3,Mason,Woodward,ARC,CAN,D,13,0.3855,7.0
2026,11,4,Brett,Dobson,ARC,CAN,G,44,0.9971,26.0
2026,11,4,Chris,Kavanagh,RED,CHA,A,44,0.7956,27.0
2026,11,4,Sam,King,ARC,CAN,M,31,0.6996,10.0
2026,11,4,Trevor,Baptiste,ATL,RED,FO,19,0.496,2.5
2026,11,4,Ryan,Stines,ARC,CAN,A,29,0.7118,-3.0
2026,11,4,Andrew,McAdorey,RED,CHA,M,18,0.488,5.0
2026,11,4,Mason,Woodward,ARC,CAN,D,13,0.3855,7.0
2026,11,5,Blaze,Riorden,CHA,WAT,G,40,0.9491,18.0
2026,11,5,Michael,Sowers,WAT,CHA,A,45,0.7782,64.0
2026,11,5,Sam,King,ARC,CAN,M,31,0.6996,10.0
2026,11,5,Ryan,Stines,ARC,CAN,A,29,0.7118,-3.0
2026,11,5,Jack,Regnery,CAN,ARC,M,21,0.554,10.0
2026,11,5,TD,Ierlan,RED,ATL,FO,19,0.4783,18.2
2026,11,5,Mason,Woodward,ARC,CAN,D,13,0.3855,7.0
2026,12,1,Brett,Dobson,ARC,CHA,G,48,1.0,25.0
2026,12,1,Teddy,Malone,CHA,ARC,M,25,0.6278,38.0
2026,12,1,Coulter,Mackesy,CAN,RED,A,43,0.7835,31.0
2026,12,1,Trevor,Baptiste,ATL,OUT,FO,19,0.4819,10.9
2026,12,1,Xander,Dickson,ATL,OUT,A,29,0.6037,18.0
2026,12,1,Andrew,McAdorey,RED,CAN,M,22,0.4378,3.5
2026,12,1,Mason,Woodward,ARC,CHA,D,14,0.3485,1.0
2026,12,2,Brett,Dobson,ARC,CHA,G,48,1.0,25.0
2026,12,2,Chris,Kavanagh,RED,CAN,A,50,0.8432,12.0
2026,12,2,Teddy,Malone,CHA,ARC,M,25,0.6278,38.0
2026,12,2,Trevor,Baptiste,ATL,OUT,FO,19,0.4819,10.9
2026,12,2,Xander,Dickson,ATL,OUT,A,29,0.6037,18.0
2026,12,2,Graydon,Hogg,CAN,WHP,M,13,0.3511,21.0
2026,12,2,Richard,Checo,CHA,ARC,D,16,0.37,0.0
2026,12,3,Brett,Dobson,ARC,CHA,G,48,1.0,25.0
2026,12,3,Teddy,Malone,CHA,ARC,M,25,0.6278,38.0
2026,12,3,Sam,King,ARC,CHA,M,30,0.6463,31.0
2026,12,3,Brennan,O'Neill,OUT,ATL,A,34,0.5576,44.0
2026,12,3,Trevor,Baptiste,ATL,OUT,FO,19,0.4819,10.9
2026,12,3,Xander,Dickson,ATL,OUT,A,29,0.6037,18.0
2026,12,3,Mason,Woodward,ARC,CHA,D,14,0.3485,1.0
2026,12,4,Brett,Dobson,ARC,CHA,G,48,1.0,25.0
2026,12,4,Chris,Kavanagh,RED,CAN,A,50,0.8432,12.0
2026,12,4,Teddy,Malone,CHA,ARC,M,25,0.6278,38.0
2026,12,4,Trevor,Baptiste,ATL,OUT,FO,19,0.4819,10.9
2026,12,4,Xander,Dickson,ATL,OUT,A,29,0.6037,18.0
2026,12,4,Mason,Woodward,ARC,CHA,D,14,0.3485,1.0
2026,12,4,Graydon,Hogg,CAN,WHP,M,13,0.3511,21.0
2026,12,5,Brett,Dobson,ARC,CHA,G,48,1.0,25.0
2026,12,5,Teddy,Malone,CHA,ARC,M,25,0.6278,38.0
2026,12,5,Andrew,McMeekin,CAN,WHP,FO,29,0.547,20.1
2026,12,5,Sam,King,ARC,CHA,M,30,0.6463,31.0
2026,12,5,Xander,Dickson,ATL,OUT,A,29,0.6037,18.0
2026,12,5,Ryder,Garnsey,RED,CAN,A,25,0.4789,21.0
2026,12,5,Mason,Woodward,ARC,CHA,D,14,0.3485,1.0
