year,week,lineup_rank,firstName,lastName,position,salary,eventId,actualPoints
2026,5,2,Chris,Kavanagh,A,39,2026-ev-18,66.0
2026,5,2,Mitchell,Dunham,D,12,2026-ev-18,12.0
2026,5,2,Bryan,Costabile,M,32,2026-ev-17,10.5
2026,5,2,Andrew,McAdorey,M,24,2026-ev-18,8.0
2026,5,2,Andrew,McMeekin,FO,17,2026-ev-17,32.3
2026,5,3,Brett,Dobson,G,48,2026-ev-18,55.0
2026,5,3,Joey,Spallina,A,27,2026-ev-19,11.0
2026,5,3,Chris,Kavanagh,A,39,2026-ev-18,66.0
2026,5,3,Mitchell,Dunham,D,12,2026-ev-18,12.0
2026,5,3,Andrew,McAdorey,M,24,2026-ev-18,8.0
2026,5,3,Andrew,McMeekin,FO,17,2026-ev-17,32.3
2026,5,3,Matt,Brandau,M,27,2026-ev-19,17.0
2026,5,4,Brett,Dobson,G,48,2026-ev-18,55.0
2026,5,4,Joey,Spallina,A,27,2026-ev-19,11.0
2026,5,4,Connor,Shellenberger,A,36,2026-ev-17,42.0
2026,5,4,Mitchell,Dunham,D,12,2026-ev-18,12.0
2026,5,4,Bryan,Costabile,M,32,2026-ev-17,10.5
2026,5,4,Andrew,McAdorey,M,24,2026-ev-18,8.0
2026,5,4,Andrew,McMeekin,FO,17,2026-ev-17,32.3
2026,5,5,Brett,Dobson,G,48,2026-ev-18,55.0
2026,5,5,Joey,Spallina,A,27,2026-ev-19,11.0
2026,5,5,Marcus,Holman,A,36,2026-ev-17,40.0
2026,5,5,Mitchell,Dunham,D,12,2026-ev-18,12.0
2026,5,5,Bryan,Costabile,M,32,2026-ev-17,10.5
2026,5,5,Andrew,McAdorey,M,24,2026-ev-18,8.0
2026,5,5,Andrew,McMeekin,FO,17,2026-ev-17,32.3
2026,6,1,Michael,Sowers,A,42,2026-ev-23,33.0
2026,6,1,Blaze,Riorden,G,43,2026-ev-24,72.0
2026,6,1,Chad,Palumbo,M,27,2026-ev-24,35.0
2026,6,1,Joey,Spallina,A,24,2026-ev-21,48.0
2026,6,1,Andrew,McAdorey,M,24,2026-ev-24,-2.2
2026,6,1,TD,Ierlan,FO,23,2026-ev-24,37.8
2026,6,1,Ty,English,D,6,2026-ev-24,32.0
2026,6,2,Marcus,Holman,A,37,2026-ev-22,46.0
2026,6,2,Logan,McNaney,G,44,2026-ev-21,44.0
2026,6,2,Sam,King,M,27,2026-ev-23,27.0
2026,6,2,TJ,Malone,A,34,2026-ev-21,18.0
2026,6,2,Leo,Johnson,M,18,2026-ev-23,7.0
2026,6,2,Andrew,McMeekin,FO,22,2026-ev-22,23.4
2026,6,2,Ethan,Rall,D,18,2026-ev-22,24.0
2026,6,3,Marcus,Holman,A,37,2026-ev-22,46.0
2026,6,3,Brett,Dobson,G,48,2026-ev-23,39.0
2026,6,3,Sam,King,M,27,2026-ev-23,27.0
2026,6,3,TJ,Malone,A,34,2026-ev-21,18.0
2026,6,3,Leo,Johnson,M,18,2026-ev-23,7.0
2026,6,3,Andrew,McMeekin,FO,22,2026-ev-22,23.4
2026,6,3,Gavin,Adler,D,11,2026-ev-23,8.0
2026,6,4,Marcus,Holman,A,37,2026-ev-22,46.0
2026,6,4,Brett,Dobson,G,48,2026-ev-23,39.0
2026,6,4,Sam,King,M,27,2026-ev-23,27.0
2026,6,4,TJ,Malone,A,34,2026-ev-21,18.0
2026,6,4,Leo,Johnson,M,18,2026-ev-23,7.0
2026,6,4,Andrew,McMeekin,FO,22,2026-ev-22,23.4
2026,6,4,Cullen,Brown,D,11,2026-ev-24,13.0
2026,6,5,Marcus,Holman,A,37,2026-ev-22,46.0
2026,6,5,Logan,McNaney,G,44,2026-ev-21,44.0
2026,6,5,Sam,King,M,27,2026-ev-23,27.0
2026,6,5,TJ,Malone,A,34,2026-ev-21,18.0
2026,6,5,Leo,Johnson,M,18,2026-ev-23,7.0
2026,6,5,Andrew,McMeekin,FO,22,2026-ev-22,23.4
2026,6,5,Gavin,Adler,D,11,2026-ev-23,8.0
2026,8,1,Michael,Sowers,A,43,2026-ev-25,53.0
2026,8,1,Emmet,Carroll,G,36,2026-ev-26,29.0
2026,8,1,Chad,Palumbo,M,32,2026-ev-26,15.0
2026,8,1,Joey,Spallina,A,32,2026-ev-26,42.0
2026,8,1,Andrew,McAdorey,M,22,2026-ev-25,21.0
2026,8,1,Brian,Tevlin,D,21,2026-ev-25,21.0
2026,8,1,Alec,Stathakis,FO,13,2026-ev-25,14.9
2026,8,2,Blaze,Riorden,G,46,2026-ev-26,10.0
2026,8,2,Connor,Shellenberger,A,40,2026-ev-27,24.0
2026,8,2,Sam,King,M,26,2026-ev-27,39.0
2026,8,2,Ty,English,D,18,2026-ev-26,33.0
2026,8,2,Andrew,McMeekin,FO,25,2026-ev-28,37.4
2026,8,2,Connor,Fields,A,25,2026-ev-27,46.0
2026,8,2,Zach,Currier,M,20,2026-ev-25,46.5
2026,8,3,Blaze,Riorden,G,46,2026-ev-26,10.0
2026,8,3,Connor,Shellenberger,A,40,2026-ev-27,24.0
2026,8,3,Sam,King,M,26,2026-ev-27,39.0
2026,8,3,Ty,English,D,18,2026-ev-26,33.0
2026,8,3,Andrew,McMeekin,FO,25,2026-ev-28,37.4
2026,8,3,Zach,Currier,M,20,2026-ev-25,46.5
2026,8,3,Mac,O'Keefe,A,24,2026-ev-27,35.0
2026,8,4,Blaze,Riorden,G,46,2026-ev-26,10.0
2026,8,4,Connor,Shellenberger,A,40,2026-ev-27,24.0
2026,8,4,Sam,King,M,26,2026-ev-27,39.0
2026,8,4,Ty,English,D,18,2026-ev-26,33.0
2026,8,4,Andrew,McMeekin,FO,25,2026-ev-28,37.4
2026,8,4,Connor,Fields,A,25,2026-ev-27,46.0
2026,8,4,Leo,Johnson,M,20,2026-ev-27,12.0
2026,8,5,Blaze,Riorden,G,46,2026-ev-26,10.0
2026,8,5,Connor,Shellenberger,A,40,2026-ev-27,24.0
2026,8,5,Sam,King,M,26,2026-ev-27,39.0
2026,8,5,Ty,English,D,18,2026-ev-26,33.0
2026,8,5,Andrew,McMeekin,FO,25,2026-ev-28,37.4
2026,8,5,Kieran,McArdle,A,26,2026-ev-25,30.0
2026,8,5,Jack,Regnery,M,17,2026-ev-28,30.0
2026,9,1,Joey,Spallina,A,35,2026-ev-29,57.0
2026,9,1,Michael,Sowers,A,46,2026-ev-31,34.0
2026,9,1,Chad,Palumbo,M,31,2026-ev-30,16.0
2026,9,1,Bryan,Costabile,M,32,2026-ev-32,41.0
2026,9,1,TD,Ierlan,FO,21,2026-ev-29,14.1
2026,9,1,Brian,Tevlin,D,20,2026-ev-29,-3.0
2026,9,1,Sean,Byrne,G,10,2026-ev-31,9.0
2026,9,2,Brett,Dobson,G,45,2026-ev-31,23.0
2026,9,2,Joey,Spallina,A,35,2026-ev-29,57.0
2026,9,2,TJ,Malone,A,38,2026-ev-29,64.0
2026,9,2,Jack,Regnery,M,22,2026-ev-32,26.0
2026,9,2,Josh,Yago,M,22,2026-ev-31,0.0
2026,9,2,TD,Ierlan,FO,21,2026-ev-29,14.1
2026,9,2,Will,Donovan,D,17,2026-ev-32,12.0
2026,9,3,Brett,Dobson,G,45,2026-ev-31,23.0
2026,9,3,Joey,Spallina,A,35,2026-ev-29,57.0
2026,9,3,Connor,Shellenberger,A,39,2026-ev-32,30.0
2026,9,3,Andrew,McMeekin,FO,30,2026-ev-32,6.5
2026,9,3,Jack,Regnery,M,22,2026-ev-32,26.0
2026,9,3,Will,Donovan,D,17,2026-ev-32,12.0
2026,9,3,Teddy,Malone,M,12,2026-ev-30,38.0
2026,9,4,Brett,Dobson,G,45,2026-ev-31,23.0
2026,9,4,Joey,Spallina,A,35,2026-ev-29,57.0
2026,9,4,TJ,Malone,A,38,2026-ev-29,64.0
2026,9,4,Andrew,McMeekin,FO,30,2026-ev-32,6.5
2026,9,4,Jack,Regnery,M,22,2026-ev-32,26.0
2026,9,4,Will,Donovan,D,17,2026-ev-32,12.0
2026,9,4,Teddy,Malone,M,12,2026-ev-30,38.0
2026,9,5,Brett,Dobson,G,45,2026-ev-31,23.0
2026,9,5,Joey,Spallina,A,35,2026-ev-29,57.0
2026,9,5,Connor,Shellenberger,A,39,2026-ev-32,30.0
2026,9,5,Andrew,McMeekin,FO,30,2026-ev-32,6.5
2026,9,5,Josh,Yago,M,22,2026-ev-31,0.0
2026,9,5,Will,Donovan,D,17,2026-ev-32,12.0
2026,9,5,Teddy,Malone,M,12,2026-ev-30,38.0
2026,10,1,Joey,Spallina,A,40,2026-ev-36,32.0
2026,10,1,Blaze,Riorden,G,41,2026-ev-35,53.0
2026,10,1,Chad,Palumbo,M,31,2026-ev-35,27.0
2026,10,1,Sam,King,A,26,2026-ev-33,26.0
2026,10,1,Bryan,Costabile,M,35,2026-ev-34,31.0
2026,10,1,Troy,Reh,D,12,2026-ev-35,22.0
2026,10,1,Alec,Stathakis,FO,12,2026-ev-34,13.3
2026,10,2,Brett,Dobson,G,44,2026-ev-36,59.0
2026,10,2,TJ,Malone,A,40,2026-ev-36,10.0
2026,10,2,Marcus,Holman,A,38,2026-ev-35,58.0
2026,10,2,Andrew,McMeekin,FO,28,2026-ev-35,32.9
2026,10,2,Zach,Currier,M,23,2026-ev-20,66.6
2026,10,2,Teddy,Malone,M,17,2026-ev-35,53.0
2026,10,2,Gavin,Adler,D,10,2026-ev-34,0.0
2026,10,3,Brett,Dobson,G,44,2026-ev-36,59.0
2026,10,3,Joey,Spallina,A,40,2026-ev-36,32.0
2026,10,3,Marcus,Holman,A,38,2026-ev-35,58.0
2026,10,3,Andrew,McMeekin,FO,28,2026-ev-35,32.9
2026,10,3,Zach,Currier,M,23,2026-ev-20,66.6
2026,10,3,Teddy,Malone,M,17,2026-ev-35,53.0
2026,10,3,Gavin,Adler,D,10,2026-ev-34,0.0
2026,10,4,Brett,Dobson,G,44,2026-ev-36,59.0
2026,10,4,TJ,Malone,A,40,2026-ev-36,10.0
2026,10,4,Joey,Spallina,A,40,2026-ev-36,32.0
2026,10,4,Andrew,McMeekin,FO,28,2026-ev-35,32.9
2026,10,4,Zach,Currier,M,23,2026-ev-20,66.6
2026,10,4,Teddy,Malone,M,17,2026-ev-35,53.0
2026,10,4,Greg,Weyl,D,8,2026-ev-20,0.0
2026,10,5,Brett,Dobson,G,44,2026-ev-36,59.0
2026,10,5,Connor,Shellenberger,A,39,2026-ev-34,7.0
2026,10,5,Marcus,Holman,A,38,2026-ev-35,58.0
2026,10,5,Andrew,McMeekin,FO,28,2026-ev-35,32.9
2026,10,5,Zach,Currier,M,23,2026-ev-20,66.6
2026,10,5,Teddy,Malone,M,17,2026-ev-35,53.0
2026,10,5,Gavin,Adler,D,10,2026-ev-34,0.0
2026,11,1,Blaze,Riorden,G,40,2026-ev-40,18.0
2026,11,1,Joey,Spallina,A,39,2026-ev-39,57.0
2026,11,1,Rob,Pannell,A,31,2026-ev-39,36.0
2026,11,1,Andrew,McAdorey,M,18,2026-ev-37,5.0
2026,11,1,Bryan,Costabile,M,33,2026-ev-41,17.0
2026,11,1,Brian,Tevlin,D,16,2026-ev-37,20.0
2026,11,1,TD,Ierlan,FO,21,2026-ev-37,40.2
2026,11,2,Blaze,Riorden,G,40,2026-ev-40,18.0
2026,11,2,Joey,Spallina,A,39,2026-ev-39,57.0
2026,11,2,Marcus,Holman,A,38,2026-ev-38,21.0
2026,11,2,Sam,King,M,31,2026-ev-38,10.0
2026,11,2,Andrew,McMeekin,FO,30,2026-ev-38,13.0
2026,11,2,Truitt,Sunderland,M,11,2026-ev-39,10.0
2026,11,2,Gavin,Adler,D,9,2026-ev-40,10.0
2026,11,3,Blaze,Riorden,G,40,2026-ev-40,18.0
2026,11,3,Joey,Spallina,A,39,2026-ev-39,57.0
2026,11,3,Marcus,Holman,A,38,2026-ev-38,21.0
2026,11,3,Sam,King,M,31,2026-ev-38,10.0
