year,week,lineup_rank,firstName,lastName,position,salary,eventId,actualPoints
2025,8,1,Emmet,Carroll,G,40,2025-ev-30,41.0
2025,8,2,Emmet,Carroll,G,40,2025-ev-30,41.0
2025,8,2,Jeff,Teat,A,42,2025-ev-27,56.0
2025,8,2,TJ,Malone,A,41,2025-ev-30,52.0
2025,8,2,Trevor,Baptiste,FO,30,2025-ev-27,11.3
2025,8,2,Andrew,McAdorey,M,36,2025-ev-27,16.4
2025,8,2,Jonathan,Donville,M,2,2025-ev-29,2.0
2025,8,2,Scott,Smith,D,7,2025-ev-28,25.0
2025,8,3,Emmet,Carroll,G,40,2025-ev-30,41.0
2025,8,3,Jeff,Teat,A,42,2025-ev-27,56.0
2025,8,3,TJ,Malone,A,41,2025-ev-30,52.0
2025,8,3,Trevor,Baptiste,FO,30,2025-ev-27,11.3
2025,8,3,Zach,Currier,M,18,2025-ev-30,32.0
2025,8,3,Garrett,Epple,D,25,2025-ev-29,1.0
2025,8,3,Jonathan,Donville,M,2,2025-ev-29,2.0
2025,8,4,Emmet,Carroll,G,40,2025-ev-30,41.0
2025,8,4,Jeff,Teat,A,42,2025-ev-27,56.0
2025,8,4,TJ,Malone,A,41,2025-ev-30,52.0
2025,8,4,Trevor,Baptiste,FO,30,2025-ev-27,11.3
2025,8,4,Zach,Currier,M,18,2025-ev-30,32.0
2025,8,4,Jonathan,Donville,M,2,2025-ev-29,2.0
2025,8,4,Ethan,Rall,D,26,2025-ev-29,9.0
2025,8,5,Emmet,Carroll,G,40,2025-ev-30,41.0
2025,8,5,Jeff,Teat,A,42,2025-ev-27,56.0
2025,8,5,TJ,Malone,A,41,2025-ev-30,52.0
2025,8,5,Trevor,Baptiste,FO,30,2025-ev-27,11.3
2025,8,5,Andrew,McAdorey,M,36,2025-ev-27,16.4
2025,8,5,Jonathan,Donville,M,2,2025-ev-29,2.0
2025,8,5,Matthew,Dunn,D,5,2025-ev-30,-3.0
2025,9,1,Jeff,Teat,A,44,2025-ev-32,51.0
2025,9,1,Brett,Dobson,G,40,2025-ev-31,45.0
2025,9,1,TJ,Malone,A,42,2025-ev-32,12.0
2025,9,1,Tom,Schreiber,M,22,2025-ev-31,15.0
2025,9,1,Greg,Weyl,D,2,2025-ev-34,1.0
2025,9,1,Zach,Currier,M,19,2025-ev-33,25.5
2025,9,1,TD,Ierlan,FO,29,2025-ev-31,13.4
2025,9,2,Jeff,Teat,A,44,2025-ev-32,51.0
2025,9,2,Emmet,Carroll,G,40,2025-ev-32,29.0
2025,9,2,TJ,Malone,A,42,2025-ev-32,12.0
2025,9,2,Tom,Schreiber,M,22,2025-ev-31,15.0
2025,9,2,Greg,Weyl,D,2,2025-ev-34,1.0
2025,9,2,Zach,Currier,M,19,2025-ev-33,25.5
2025,9,2,TD,Ierlan,FO,29,2025-ev-31,13.4
2025,9,3,Jeff,Teat,A,44,2025-ev-32,51.0
2025,9,3,Emmet,Carroll,G,40,2025-ev-32,29.0
2025,9,3,TJ,Malone,A,42,2025-ev-32,12.0
2025,9,3,Tom,Schreiber,M,22,2025-ev-31,15.0
2025,9,3,Greg,Weyl,D,2,2025-ev-34,1.0
2025,9,3,Zach,Currier,M,19,2025-ev-33,25.5
2025,9,3,Trevor,Baptiste,FO,28,2025-ev-32,10.1
2025,9,4,Jeff,Teat,A,44,2025-ev-32,51.0
2025,9,4,Brett,Dobson,G,40,2025-ev-31,45.0
2025,9,4,TJ,Malone,A,42,2025-ev-32,12.0
2025,9,4,Tom,Schreiber,M,22,2025-ev-31,15.0
2025,9,4,Greg,Weyl,D,2,2025-ev-34,1.0
2025,9,4,Zach,Currier,M,19,2025-ev-33,25.5
2025,9,4,Trevor,Baptiste,FO,28,2025-ev-32,10.1
2025,9,5,Jeff,Teat,A,44,2025-ev-32,51.0
2025,9,5,Blaze,Riorden,G,44,2025-ev-33,46.0
2025,9,5,TJ,Malone,A,42,2025-ev-32,12.0
2025,9,5,Tom,Schreiber,M,22,2025-ev-31,15.0
2025,9,5,Greg,Weyl,D,2,2025-ev-34,1.0
2025,9,5,TD,Ierlan,FO,29,2025-ev-31,13.4
2025,9,5,Jared,Bernhardt,M,15,2025-ev-34,-15.0
2025,10,1,Jeff,Teat,A,47,2025-ev-38,25.0
2025,10,1,Emmet,Carroll,G,38,2025-ev-37,42.0
2025,10,1,Chris,Kavanagh,A,36,2025-ev-37,82.0
2025,10,1,Trevor,Baptiste,FO,24,2025-ev-38,6.9
2025,10,1,Andrew,McAdorey,M,28,2025-ev-37,16.0
2025,10,1,Zach,Currier,M,18,2025-ev-36,4.0
2025,10,1,Greg,Weyl,D,3,2025-ev-35,0.0
2025,10,2,Jeff,Teat,A,47,2025-ev-38,25.0
2025,10,2,Logan,McNaney,G,41,2025-ev-38,40.0
2025,10,2,Chris,Kavanagh,A,36,2025-ev-37,82.0
2025,10,2,Trevor,Baptiste,FO,24,2025-ev-38,6.9
2025,10,2,Andrew,McAdorey,M,28,2025-ev-37,16.0
2025,10,2,Zach,Currier,M,18,2025-ev-36,4.0
2025,10,2,Greg,Weyl,D,3,2025-ev-35,0.0
2025,10,3,Jeff,Teat,A,47,2025-ev-38,25.0
2025,10,3,Emmet,Carroll,G,38,2025-ev-37,42.0
2025,10,3,TJ,Malone,A,39,2025-ev-37,27.0
2025,10,3,Trevor,Baptiste,FO,24,2025-ev-38,6.9
2025,10,3,Andrew,McAdorey,M,28,2025-ev-37,16.0
2025,10,3,Zach,Currier,M,18,2025-ev-36,4.0
2025,10,3,Greg,Weyl,D,3,2025-ev-35,0.0
2025,10,4,Jeff,Teat,A,47,2025-ev-38,25.0
2025,10,4,Emmet,Carroll,G,38,2025-ev-37,42.0
2025,10,4,Owen,Hiltz,A,46,2025-ev-35,53.0
2025,10,4,Trevor,Baptiste,FO,24,2025-ev-38,6.9
2025,10,4,Andrew,McAdorey,M,28,2025-ev-37,16.0
2025,10,4,Greg,Weyl,D,3,2025-ev-35,0.0
2025,10,4,Jonathan,Donville,M,8,2025-ev-35,-6.0
2025,10,5,Jeff,Teat,A,47,2025-ev-38,25.0
2025,10,5,Logan,McNaney,G,41,2025-ev-38,40.0
2025,10,5,TJ,Malone,A,39,2025-ev-37,27.0
2025,10,5,Trevor,Baptiste,FO,24,2025-ev-38,6.9
2025,10,5,Andrew,McAdorey,M,28,2025-ev-37,16.0
2025,10,5,Zach,Currier,M,18,2025-ev-36,4.0
2025,10,5,Greg,Weyl,D,3,2025-ev-35,0.0
2025,11,1,Jeff,Teat,A,45,2025-ev-41,41.0
2025,11,1,TJ,Malone,A,41,2025-ev-42,21.0
2025,11,1,Zach,Currier,M,16,2025-ev-41,13.5
2025,11,1,Tre,Leclaire,M,10,2025-ev-40,1.0
2025,11,1,Mason,Woodward,D,16,2025-ev-40,11.0
2025,11,1,Trevor,Baptiste,FO,23,2025-ev-41,63.8
2025,11,1,Brett,Dobson,G,44,2025-ev-40,39.0
2025,11,2,Jeff,Teat,A,45,2025-ev-41,41.0
2025,11,2,Owen,Hiltz,A,48,2025-ev-40,4.0
2025,11,2,Colin,Kirst,G,7,2025-ev-42,17.0
2025,11,2,Trevor,Baptiste,FO,23,2025-ev-41,63.8
2025,11,2,Andrew,McAdorey,M,29,2025-ev-39,43.3
2025,11,2,Zach,Currier,M,16,2025-ev-41,13.5
2025,11,2,Garrett,Epple,D,18,2025-ev-39,11.0
2025,11,3,Jeff,Teat,A,45,2025-ev-41,41.0
2025,11,3,Owen,Hiltz,A,48,2025-ev-40,4.0
2025,11,3,Colin,Kirst,G,7,2025-ev-42,17.0
2025,11,3,Trevor,Baptiste,FO,23,2025-ev-41,63.8
2025,11,3,Andrew,McAdorey,M,29,2025-ev-39,43.3
2025,11,3,Zach,Currier,M,16,2025-ev-41,13.5
2025,11,3,Ethan,Rall,D,21,2025-ev-39,10.0
2025,11,4,Jeff,Teat,A,45,2025-ev-41,41.0
2025,11,4,Owen,Hiltz,A,48,2025-ev-40,4.0
2025,11,4,Colin,Kirst,G,7,2025-ev-42,17.0
2025,11,4,Trevor,Baptiste,FO,23,2025-ev-41,63.8
2025,11,4,Andrew,McAdorey,M,29,2025-ev-39,43.3
2025,11,4,Zach,Currier,M,16,2025-ev-41,13.5
2025,11,4,Mason,Woodward,D,16,2025-ev-40,11.0
2025,11,5,Jeff,Teat,A,45,2025-ev-41,41.0
2025,11,5,Owen,Hiltz,A,48,2025-ev-40,4.0
2025,11,5,Colin,Kirst,G,7,2025-ev-42,17.0
